id,Station Name,Address_1,Address  2,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Subcategory,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
525,HYATT PLACE / HP STATION 2,9532 Spirit of Austin Ln,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Hospitality,Hotel / Resort,J1772,240V,J1772,"9532 Spirit of Austin Ln
Austin, Texas 2863
(30.210609008, -97.665077996)",$4.17/month PIE members $2/hr Non-Members,40A
526,GOODHEALTH / STATION: 1,7800 Metropolis Dr,,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"7800 Metropolis Dr
Austin, Texas 3258
(30.207393513, -97.6927852)",$4.17/month PIE members $2/hr Non-Members,40A
527,AISD / AISD PAC #5,1500 Barbara Jordan Blvd,,Austin,Texas,78723,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"1500 Barbara Jordan Blvd
Austin, Texas 3239
(30.304542985, -97.702827993)",,40A
528,PIE AE / PUBACCHIGHLAND2,5930 Middle Fiskville Rd,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"5930 Middle Fiskville Rd
Austin, Texas 3641
(30.322711012, -97.712367018)",$4.17/month PIE members $2/hr Non-Members,30A
529,PIE AE / PUBDENNYSNORTH1,1601 Interstate 35 Frontage Road,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"1601 Interstate 35 Frontage Road
Austin, Texas 2857
(30.16881, -97.78476)",$4.17/month PIE members $2/hr Non-Members,40A
530,AUSTIN / AUSTIN 200 1,200 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"200 W Cesar Chavez St
Austin, Texas 2856
(30.264410013, -97.746215992)",,40A
531,PRESIDIUM / LAUREL,8312 Fathom Cir,,Austin,Texas,78750,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"8312 Fathom Cir
Austin, Texas 3639
(30.436921525, -97.777604879)",$4.17/month PIE members $2/hr Non-Members,40A
532,DCMC GARAGE 3 / LL #6,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
533,PIE AE / PUBACCSVSCTRST1,9101 Exchange Dr,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"9101 Exchange Dr
Austin, Texas 3643
(30.329945341, -97.667356672)",$4.17/month PIE members $2/hr Non-Members,40A
534,LADERA BEND / BUILDING 3,7300 Ranch Rd 2222,,Austin,Texas,78730,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"7300 Ranch Rd 2222
Austin, Texas 3639
(30.372443986, -97.802253039)",$4.17/month PIE members $2/hr Non-Members,40A
535,DCMC GARAGE 3 / LVL4 RAMP,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
536,AISD / AISD PAC #1,1500 Barbara Jordan Blvd,,Austin,Texas,78723,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"1500 Barbara Jordan Blvd
Austin, Texas 3239
(30.304542985, -97.702827993)",,40A
537,PARKING LEVEL 1 / GATEWAY 1 MAIN,11301 Domain Dr,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"11301 Domain Dr
Austin, Texas 3646
(30.399143994, -97.724609961)",$4.17/month PIE members $2/hr Non-Members,40A
538,CITY VIEW / STATION1,1250 S Capital of Texas Hwy,,Austin,Texas,78746,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1250 S Capital of Texas Hwy
Austin, Texas 3260
(30.279993983, -97.822950975)",,40A
539,AUSTIN FC / ONE,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
540,DSMCUT / EVSE04 FLOOR L4,501573 E 15th St,,Austin,Texas,78701,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"501573 E 15th St
Austin, Texas 2856
(30.275257241, -97.729358387)",,40A
541,MERITAGE / STATION 2,4500 Steiner Ranch Blvd,,Austin,Texas,78732,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"4500 Steiner Ranch Blvd
Austin, Texas 3248
(30.383176007, -97.87965103)",$4.17/month PIE members $2/hr Non-Members,40A
542,100 CONGRESS / STATION 1,100 Congress Ave,,Austin,Texas,78701,2,,All Drivers,Parking,Commercial,J1772,240V,J1772,"100 Congress Ave
Austin, Texas 2856
(30.264022015, -97.744819987)",,40A
543,ENCINO STATIONS / STATION 3,5707 Southwest Pkwy,,Austin,Texas,78735,1,,All Drivers,Workplace,General,J1772,240V,J1772,"5707 Southwest Pkwy
Austin, Texas 3251
(30.244095004, -97.84453798)",,40A
544,ENDEAVOR REG / 2500 BEE CAVES1,2500 Bee Caves Rd.,,Austin,Texas,78746,2,,Tenant Only,Workplace,General,J1772,240V,J1772,"2500 Bee Caves Rd.
Austin, Texas 3260
(30.268663997, -97.784114013)",,40A
545,PIE AE / PUBDITTMAR2,1009 W Dittmar Rd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parks and Recreation,,J1772,240V,J1772,"1009 W Dittmar Rd
Austin, Texas 3637
(30.184661988, -97.802324033)",$4.17/month PIE members $2/hr Non-Members,40A
546,PIE AE / MUELLERHQ P2-9,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
547,ENDEAVOR REG / LEVEL 3 - #1,4301 Bull Creek Rd,,Austin,Texas,78731,2,,All Drivers,Workplace,General,J1772,240V,J1772,"4301 Bull Creek Rd
Austin, Texas 3247
(30.318010985, -97.753847967)",,40A
548,PIE AE / MILWOOD LIB 2,12500 Amherst Dr,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"12500 Amherst Dr
Austin, Texas 3243
(30.42233299, -97.716188998)",$4.17/month PIE members $2/hr Non-Members,40A
549,AUSTIN DOT / PDC EV #9,6310 Wilhelmina Delco Drive,,Austin,Texas,78752,2,,All Drivers,Workplace,General,J1772,240V,J1772,"6310 Wilhelmina Delco Drive
Austin, Texas 3641
(30.26759, -97.74299)",,40A
550,DSMCUT / EVSE08 G LEVEL,1305 Red River St,,Austin,Texas,78701,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"1305 Red River St
Austin, Texas 2856
(30.273944463, -97.734978033)",,40A
551,DCMC GARAGE 3 / L1 #15,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
552,PIE AE / PUBHARCON L2,6601 Vaught Ranch Rd,,Austin,Texas,78730,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"6601 Vaught Ranch Rd
Austin, Texas 3246
(30.373075982, -97.806417)",$4.17/month PIE members $2/hr Non-Members,40A
553,PIE AE / MUELLERHQ P2-3,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
554,BOULDIN CREEK / 2,2043 S Lamar Blvd,,Austin,Texas,78704,2,,Tenant,Workplace,General,J1772,240V,J1772,"2043 S Lamar Blvd
Austin, Texas 2859
(30.248294002, -97.769373012)",,40A
555,PIE AE / PUB CAMP MABRY2,2200 W 35th St.,Camp Mabry 1 mile track near cannons,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"2200 W 35th St.
Austin, Texas 2858
(30.310316985, -97.759284972)",$4.17/month PIE members $2/hr Non-Members,40A
556,ENDEAVOR REG / 901 E 6TH ST 1,901 E 6th St,,Austin,Texas,78702,2,,All Drivers,Workplace,General,J1772,240V,J1772,"901 E 6th St
Austin, Texas 2857
(30.265159984, -97.733481032)",,40A
557,GAINESRANCH / GAINES 1,4424 Gaines Ranch Loop,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"4424 Gaines Ranch Loop
Austin, Texas 3251
(30.244040019, -97.818368002)",$4.17/month PIE members $2/hr Non-Members,40A
558,ARBORETUM / N CAPITAL TX 1,9442 N Capital of Texas Hwy,,Austin,Texas,78759,2,,All Drivers,Workplace,General,"NEMA 5-20R, J1772",240V,"NEMA 5-20R, J1772","9442 N Capital of Texas Hwy
Austin, Texas 3647
(30.390319987, -97.748096975)",,40A
559,RPP GARAGE / GARAGE GW,12455 Research Park Loop,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"12455 Research Park Loop
Austin, Texas 3647
(30.429688573, -97.75406753)",$4.17/month PIE members $2/hr Non-Members,40A
560,PIE AE / RUTHERFORDCAMP2,8301 Cameron Rd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"8301 Cameron Rd
Austin, Texas 3643
(30.337343007, -97.680257036)",$4.17/month PIE members $2/hr Non-Members,40A
561,INT-BIO EV CHGR / INTBIO EV CHGR2,8206 Cross Park Dr,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"8206 Cross Park Dr
Austin, Texas 3643
(30.331232012, -97.669184039)",$4.17/month PIE members $2/hr Non-Members,40A
562,CTM / CTM,1124 IH 35,,Austin,Texas,78704,2,,All Drivers,Municipal,Municipal Workplace,J1772,240V,J1772,"1124 IH 35
Austin, Texas 2859
(30.440698745, -97.669280282)",,40A
563,INDEED TOWER / NONGW 5591,200 W 6TH ST,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"200 W 6TH ST
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
564,PIE AE / PDC LV1 CHRG#5,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",$4.17/month PIE members $2/hr Non-Members,20A
565,STONE WEALTH / STONE WEALTH,4210 Spicewood Springs Blvd,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4210 Spicewood Springs Blvd
Austin, Texas 3647
(30.371553996, -97.756030028)",$4.17/month PIE members $2/hr Non-Members,40A
566,MUELLER MARKET / MUELLER 5,300 Berkman Dr,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Retail,Shopping Center,J1772,240V,J1772,"300 Berkman Dr
Austin, Texas 3239
(30.326184105, -97.688290392)",$4.17/month PIE members $2/hr Non-Members,40A
567,PARK&ZOOM / VALET #4,9518 Hotel Dr,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Airport,J1772,240V,J1772,"9518 Hotel Dr
Austin, Texas 2863
(30.211932862, -97.66293639)",$4.17/month PIE members $2/hr Non-Members,40A
568,TR DOMAIN 10 / COUSINS D10-7A,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,--,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
569,AVIATION / AUS-WAREHOUSE 1,10100 Golfcourse Rd,,Austin,Texas,78719,2,,All Drivers,Municipal,Parks and Recreation (Public),J1772,240V,J1772,"10100 Golfcourse Rd
Austin, Texas 2863
(30.206619334, -97.652739264)",,40A
570,AUSTIN DOT / PDC EV #6,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,,All Drivers,Workplace,General,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",,40A
571,PIE AE / HAMPTON LBRY1,5125 Convict Hill Rd,,Austin,Texas,78749,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Library,J1772,240V,J1772,"5125 Convict Hill Rd
Austin, Texas 3638
(30.217655003, -97.855041007)",$4.17/month PIE members $2/hr Non-Members,40A
572,PIE AE / ERCOT 3,7620 Metro Center Dr,,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Workplace,J1772,240V,J1772,"7620 Metro Center Dr
Austin, Texas 3258
(30.216278988, -97.692323959)",$4.17/month PIE members $2/hr Non-Members,40A
573,PIE AE / PUBAMLI1,W 3rd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"W 3rd St
Austin, Texas 2856
(30.266120667, -97.746906445)",$4.17/month PIE members $2/hr Non-Members,40A
574,ST. ED'S / GARAGE STATION1,578 Woodward St,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Education,University / College,J1772,240V,J1772,"578 Woodward St
Austin, Texas 2859
(30.226293301, -97.753050212)",$4.17/month PIE members $2/hr Non-Members,40A
575,ABOR / PARKING_P2,4800 Spicewood Springs Rd,Level P2,Austin,Texas,78759,1,,All Drivers,Workplace,General,J1772,240V,J1772,"4800 Spicewood Springs Rd
Austin, Texas 3647
(30.376460008, -97.76305599)",,40A
576,NRP GROUP / MARTINGALE 1,8100 S Congress Ave,,Austin,Texas,78748,2,$4.17/month PIE members $2/hr Non-Members,The Martingale Access Policy,Multi-family Commercial,Apartment,J1772,240V,J1772,"8100 S Congress Ave
Austin, Texas 3637
(30.178167983, -97.785250013)",$4.17/month PIE members $2/hr Non-Members,
577,AVIATION / AUS - CMF 2,10100 Golfcourse Rd,,Austin,Texas,78719,2,,All Drivers,Municipal,Parks and Recreation (Public),J1772,240V,J1772,"10100 Golfcourse Rd
Austin, Texas 2863
(30.206619334, -97.652739264)",,40A
578,TR DOMAIN 10 / COUSINS DOMAIN2,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
579,HABITAT SUITES / DUAL PORT,500 E Highland Mall Blvd,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"500 E Highland Mall Blvd
Austin, Texas 3641
(30.329192989, -97.709052981)",$4.17/month PIE members $2/hr Non-Members,40A
580,PARK PLAZA / STATION1,115 Sandra Muraida Way,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Retail,Strip Mall,J1772,240V,J1772,"115 Sandra Muraida Way
Austin, Texas 2856
(30.268112007, -97.754822028)",$4.17/month PIE members $2/hr Non-Members,40A
581,5000 BURNET / STATION 1,5000 Burnet Rd,,Austin,Texas,78756,2,,All Drivers,Hospitality,Restaurant,J1772,240V,J1772,"5000 Burnet Rd
Austin, Texas 3644
(30.321174986, -97.73954098)",,40A
582,INDEED TOWER / P5 SOUTH ST 1,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
583,CY AUSTIN AP / STATION 1,8001 Palma Verde Dr,,Austin,Texas,78744,2,,All Drivers,Hospitality,Hotel / Resort,J1772,240V,J1772,"8001 Palma Verde Dr
Austin, Texas 3256
(30.217574998, -97.687392969)",,40A
584,HPI 3700 / EV 3,3700 N Capital of Texas Hwy,,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"3700 N Capital of Texas Hwy
Austin, Texas 3260
(30.33672702, -97.806556978)",$4.17/month PIE members $2/hr Non-Members,40A
585,COA / NEWCENTRALLIB4,710 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Municipal,Library,J1772,240V,J1772,"710 W Cesar Chavez St
Austin, Texas 2856
(30.266101984, -97.751692979)",,40A
586,FOUNDATION COMM / 11704NLAMAR1,11704 N Lamar Blvd,,Austin,Texas,78753,1,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"11704 N Lamar Blvd
Austin, Texas 3646
(30.386576001, -97.684431978)",,40A
587,HPI 3700 / EV 5,4339 N Capital of Texas Hwy,,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4339 N Capital of Texas Hwy
Austin, Texas 3260
(30.33672702, -97.806556978)",$4.17/month PIE members $2/hr Non-Members,40A
588,1801 E 6TH / AUSTIN 1801 2,1805 E 6th St,,Austin,Texas,78702,2,,All Drivers,Parking,Commercial,J1772,240V,J1772,"1805 E 6th St
Austin, Texas 2857
(30.26175098, -97.723689963)",,40A
589,PIE AE / PDC LV1 CHRG#9,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Test card AE,Municipal,Municipal Fleet,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",$4.17/month PIE members $2/hr Non-Members,40A
590,NATIONAL INSTRU / 3&4,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
591,SOLARWINDS / SOLARWINDS #2,7171 Southwest Pkwy,P400 Garage,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"7171 Southwest Pkwy
Austin, Texas 3251
(30.251202984, -97.863350994)",$4.17/month PIE members $2/hr Non-Members,40A
592,AMD GO GREEN / P100 FL4 INNER,7171 Southwest Pkwy,,Austin,Texas,78735,2,,AMD Lone Star,Workplace,High-Tech,J1772,240V,J1772,"7171 Southwest Pkwy
Austin, Texas 3251
(30.251202984, -97.863350994)",,40A
593,COA / NEWCENTRALLIB2,710 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Municipal,Library,J1772,240V,J1772,"710 W Cesar Chavez St
Austin, Texas 2856
(30.266101984, -97.751692979)",,40A
594,RIATA' / ROCK CREEK,12345 Alameda Trace Cir,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"12345 Alameda Trace Cir
Austin, Texas 3243
(30.43093299, -97.747116963)",$4.17/month PIE members $2/hr Non-Members,40A
595,PARMER AUSTIN / STATION PIC 4,509 E Howard Ln,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"509 E Howard Ln
Austin, Texas 3642
(30.41384478, -97.654251954)",$4.17/month PIE members $2/hr Non-Members,40A
596,ENCINO STATIONS / STATION 1,5707 Southwest Pkwy,,Austin,Texas,78735,2,,All Drivers,Workplace,General,J1772,240V,J1772,"5707 Southwest Pkwy
Austin, Texas 3251
(30.244095004, -97.84453798)",,40A
597,INDEED TOWER / P6 SOUTH ST 2,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
598,AUSTIN FC / FOUR,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
599,PIE AE / MUELLERHQ P1-4,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
600,ENDEAVOR REG / MCGAVOCK 1,1213 McGavock St,,Nashville,Tennessee,37203,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1213 McGavock St
Nashville, Tennessee 30406
(36.154930981, -86.787612013)",,40A
601,TR DOMAIN 10 / COUSINS DOMAIN3,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
602,DCMC GARAGE 3 / LVL6 RAMP,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
603,FOUNDRY / STATION 4,310 Comal St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"310 Comal St
Austin, Texas 2857
(30.261140987, -97.728030029)",$4.17/month PIE members $2/hr Non-Members,40A
604,TR DOMAIN 10 / COUSINS D10-7B,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
605,HANOVER / L4,110 San Antonio St,,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"110 San Antonio St
Austin, Texas 2856
(30.26531199, -97.749484013)",$4.17/month PIE members $2/hr Non-Members,40A
606,PALOMA RIDGE / PALOMA BDG C #1,13620 N FM 620,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"13620 N FM 620
Austin, Texas 2862
(30.476522078, -97.77881028)",$4.17/month PIE members $2/hr Non-Members,40A
607,SAS / STATION 2,12100 samsung blvd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"12100 samsung blvd
Austin, Texas 3643
(30.374996988, -97.637508995)",$4.17/month PIE members $2/hr Non-Members,40A
608,PIE AE / PUB-CENTRALMKTS,4477 S Lamar Blvd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"4477 S Lamar Blvd
Austin, Texas 3259
(30.230961987, -97.797678028)",$4.17/month PIE members $2/hr Non-Members,40A
609,RIATA' / RIATA ADMIN OFC,12300 Riata Trace Pkwy,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"12300 Riata Trace Pkwy
Austin, Texas 3243
(30.429284983, -97.747514014)",$4.17/month PIE members $2/hr Non-Members,40A
610,PIE AE / PALMER STATION4,846888 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"846888 Barton Springs Rd
Austin, Texas 2859
(30.267041431, -97.770683881)",$4.17/month PIE members $2/hr Non-Members,40A
611,TRAILHEAD / EV-2,1142 Shady Ln,,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"1142 Shady Ln
Austin, Texas 2864
(30.262879981, -97.691614012)",$4.17/month PIE members $2/hr Non-Members,40A
612,DCMC GARAGE 3 / LL #2,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
613,DOMAIN TOWER 2 / LVL 6_STATION 1,10025 Alterra Pkwy,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10025 Alterra Pkwy
Austin, Texas 3646
(30.394621999, -97.722115003)",,40A
614,HPI 3700 / 3900 SC #2,3900 N Capital of Texas Hwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"3900 N Capital of Texas Hwy
Austin, Texas 3260
(30.338488016, -97.807482005)",$4.17/month PIE members $2/hr Non-Members,40A
615,BRANDYWINE AUST / FOUR POINTS 1,11120 4 Points Dr,,Austin,Texas,78726,2,,All Drivers,Workplace,General,J1772,240V,J1772,"11120 4 Points Dr
Austin, Texas 3242
(30.40539702, -97.848074975)",,40A
616,AVIATION / 3RD FLOOR,3201 Presidential Blvd,,Austin,Texas,78719,2,,All Drivers,Parking,Airport,J1772,240V,J1772,"3201 Presidential Blvd
Austin, Texas 2863
(30.204258773, -97.670137162)",,40A
617,PIE AE / KRAMER 01,2526 Kramer Ln,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"2526 Kramer Ln
Austin, Texas 3646
(30.394425988, -97.71703096)",$4.17/month PIE members $2/hr Non-Members,40A
618,ACC-AE / RIO GRANDE SUR1,701 W 13 1/2 St,,Austin,Texas,78701,2,,All Drivers,Education,University / College,J1772,240V,J1772,"701 W 13 1/2 St
Austin, Texas 2856
(30.277293907, -97.74684398)",,40A
619,TR DOMAIN 11 / STATION2,11920 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11920 Alterra Pkwy
Austin, Texas 3646
(30.405286001, -97.719620968)",$4.17/month PIE members $2/hr Non-Members,40A
620,DSMCUT / EVSE03 FLOOR L5,501573 E 15th St,,Austin,Texas,78701,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"501573 E 15th St
Austin, Texas 2856
(30.275257241, -97.729358387)",,40A
621,INDEED TOWER / B3 CORE ST 2,200 W 6th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
